policy_id,age,customer_months,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud
494557,55,420,2010-04-28,C,250/500,1000,1302.63,4000000,442761,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-65356,2014-12-27,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,S4,Hillsdale,23,1,NO,2,0,YES,54055,5230,5347,43074,Accura,MDX,2005,1
941100,38,144,2012-10-25,A,250/500,2000,1929.15,0,461816,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,70678,0,2014-12-30,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,S2,Columbus,17,3,YES,1,3,NO,53910,5276,11184,38308,Chevrolet,Silverado,2015,1
220218,25,93,1991-11-11,B,250/500,1000,1218.27,0,464525,MALE,College,exec-managerial,sleeping,not-in-family,0,0,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Other,S4,Springfield,4,2,YES,2,2,NO,51357,10211,5150,35773,Honda,CRV,2000,1
472976,46,261,2003-08-25,A,500/1000,500,1130.52,0,623998,FEMALE,PhD,priv-house-serv,yachting,not-in-family,84864,-53459,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Other,S4,Columbus,23,3,?,0,0,YES,54611,10156,0,44726,Saab,92x,2005,0
557447,49,374,2001-11-23,B,500/1000,1000,1567.82,0,452519,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-34084,2015-01-23,Vehicle Theft,?,Minor Damage,Police,S2,Hillsdale,5,1,YES,2,2,?,4495,808,849,2907,Dodge,RAM,2009,1
243242,29,138,1991-11-10,C,100/300,500,1354.79,5000000,439117,FEMALE,High School,exec-managerial,dancing,unmarried,0,-67276,2014-12-18,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,S2,Riverwood,16,1,NO,2,0,YES,56906,10686,5565,38124,Toyota,Highlander,2010,0
527582,30,90,2010-06-02,B,250/500,2000,1316.63,8000000,611951,FEMALE,Masters,machine-op-inspct,golf,unmarried,42056,0,2015-01-16,Multi-vehicle Collision,Side Collision,Minor Damage,Other,S2,Northbend,13,3,YES,2,0,?,80613,12766,13364,57505,BMW,X6,2009,0
814050,33,102,2014-09-09,A,100/300,500,1549.36,3000000,440796,MALE,JD,tech-support,chess,wife,0,0,2015-01-12,Single Vehicle Collision,Side Collision,Total Loss,Other,S7,Northbend,11,1,NO,1,0,NO,48300,9176,4801,33445,Chevrolet,Silverado,2004,1
403994,39,169,1992-12-06,B,100/300,2000,1606.02,0,431400,MALE,MD,protective-serv,video-games,unmarried,62222,-32709,2015-01-21,Single Vehicle Collision,Side Collision,Total Loss,Other,S3,Columbus,8,1,NO,0,0,?,42295,5748,5788,29433,Suburu,Impreza,2001,0
782787,38,228,2012-09-29,C,500/1000,500,1330.29,0,614888,FEMALE,JD,sales,reading,husband,34108,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,S5,Riverwood,10,1,YES,1,0,YES,60025,6715,6709,44511,Mercedes,ML350,1995,0
632217,34,177,1995-03-22,A,250/500,500,1815.45,5000000,429630,MALE,College,transport-moving,kayaking,unmarried,32636,-51612,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Police,S3,Hillsdale,17,1,?,2,1,YES,47820,4235,8909,32817,Volkswagen,Jetta,2006,0
278044,46,256,2004-08-27,A,100/300,2000,1505.81,0,595322,FEMALE,MD,adm-clerical,polo,wife,0,0,2014-12-29,Multi-vehicle Collision,Front Collision,Total Loss,Police,S4,Riverwood,4,4,NO,2,1,?,73861,15173,7632,51433,Volkswagen,Jetta,1996,0
869844,40,173,1995-04-16,C,500/1000,500,1330.81,5000000,440342,MALE,PhD,exec-managerial,hiking,husband,0,-44951,2015-03-03,Multi-vehicle Collision,Front Collision,Major Damage,Other,S2,Arlington,9,3,YES,2,2,YES,72970,12720,6444,50257,Toyota,Highlander,2012,1
694393,43,292,2001-08-17,B,100/300,500,1146.61,0,622022,FEMALE,College,prof-specialty,golf,other-relative,46000,-63062,2015-03-11,Parked Car,?,Trivial Damage,Police,S3,Columbus,3,1,?,2,0,NO,5160,494,492,3916,Dodge,RAM,2003,0
488255,19,2,2003-03-13,C,500/1000,1000,1234.0,4000000,637246,FEMALE,High School,craft-repair,golf,other-relative,0,-54371,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Other,S3,Columbus,22,1,NO,1,3,YES,46473,4005,8100,36922,Audi,A5,2000,0
392332,39,183,2007-01-23,A,500/1000,2000,999.95,0,611574,FEMALE,JD,exec-managerial,camping,other-relative,36383,-51122,2015-03-01,Parked Car,?,Trivial Damage,None,S2,Hillsdale,10,1,?,2,1,YES,6155,618,599,5176,Nissan,Ultima,2001,0
529986,60,417,2000-11-15,A,100/300,500,993.95,0,491492,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-58652,2015-02-05,Single Vehicle Collision,Front Collision,Major Damage,Police,S5,Northbrook,18,1,YES,2,1,?,94751,7960,15891,75483,Accura,TL,2002,1
962886,50,386,1994-03-03,C,250/500,1000,1622.68,0,613114,MALE,PhD,machine-op-inspct,board-games,not-in-family,76575,0,2015-01-23,Multi-vehicle Collision,Side Collision,Major Damage,Other,S3,Springfield,2,3,NO,2,1,YES,88133,12766,13506,56803,Volkswagen,Passat,2011,1
764426,57,415,1990-01-30,C,100/300,500,2003.6,4000000,486363,MALE,Masters,machine-op-inspct,reading,own-child,48114,-81100,2015-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,S1,Hillsdale,7,1,?,2,3,?,90319,16758,8514,69058,Mercedes,E400,2004,1
957423,42,272,2009-05-17,C,100/300,500,934.09,0,632075,FEMALE,JD,exec-managerial,skydiving,not-in-family,55317,-73974,2015-02-10,Single Vehicle Collision,Front Collision,Total Loss,Fire,S1,Riverwood,18,1,?,1,0,?,72082,15562,7818,51143,Honda,CRV,2011,0
253335,40,199,2001-06-17,B,250/500,2000,1815.16,0,455185,MALE,JD,protective-serv,camping,other-relative,0,-76084,2014-12-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,S2,Hillsdale,0,3,NO,1,0,NO,45935,4846,4894,39922,Jeep,Grand Cherokee,2009,0
116935,40,215,2000-08-22,A,100/300,1000,1646.35,0,623615,MALE,JD,transport-moving,base-jumping,not-in-family,55392,-43804,2015-03-02,Single Vehicle Collision,Rear Collision,Total Loss,Other,S3,Northbrook,17,1,NO,1,0,YES,43424,7887,3907,33382,Accura,MDX,2000,0
647032,57,372,2008-11-01,A,100/300,1000,1104.57,0,446661,FEMALE,JD,other-service,base-jumping,unmarried,43423,-72501,2015-02-04,Multi-vehicle Collision,Rear Collision,Total Loss,Police,S1,Hillsdale,0,3,NO,0,3,NO,38816,0,0,40801,Suburu,Legacy,1998,0
579633,37,217,1995-01-26,C,500/1000,1000,1275.99,0,426596,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-54735,2015-02-11,Single Vehicle Collision,Rear Collision,Total Loss,Other,S1,Columbus,17,1,NO,0,2,YES,54560,9999,9870,33574,Saab,95,2004,0
978441,52,363,2013-11-12,A,500/1000,500,1448.75,0,617295,MALE,College,other-service,basketball,wife,52924,0,2015-01-30,Multi-vehicle Collision,Side Collision,Total Loss,Police,S2,Northbend,15,3,NO,0,0,?,92264,16109,8117,68567,Chevrolet,Malibu,2014,0
990596,47,276,1999-11-17,A,250/500,2000,1164.0,0,472350,FEMALE,Masters,farming-fishing,movies,wife,49035,-74385,2015-02-13,Vehicle Theft,?,Trivial Damage,Police,S3,Riverwood,9,1,NO,2,1,NO,2581,310,313,2163,Honda,Accord,2006,0
869545,24,62,2000-01-20,B,250/500,1000,978.96,0,483741,MALE,Masters,prof-specialty,video-games,husband,54476,0,2014-12-27,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,S2,Columbus,22,4,NO,0,0,?,78094,12537,13003,47930,Toyota,Corolla,2005,0
949184,35,167,2000-02-11,C,250/500,1000,1497.19,0,466565,MALE,MD,other-service,cross-fit,husband,55087,-49251,2015-02-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,S3,Springfield,1,1,YES,2,1,NO,50721,5618,11317,32718,Toyota,Corolla,2013,0
579010,30,118,1992-04-02,B,100/300,1000,1592.57,0,448635,MALE,High School,farming-fishing,video-games,wife,48984,-63936,2014-12-24,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,S1,Hillsdale,1,3,NO,1,2,?,75259,14510,13767,51523,Suburu,Impreza,2015,0
716532,28,81,1996-07-01,B,500/1000,2000,1214.06,0,619886,MALE,College,priv-house-serv,dancing,unmarried,50349,-59163,2015-02-26,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,S1,Northbend,14,4,YES,0,0,NO,60369,11191,5455,43475,Toyota,Camry,2012,0
839153,44,257,1996-03-31,A,250/500,2000,1635.92,0,460437,FEMALE,Masters,exec-managerial,exercise,husband,0,0,2015-01-14,Single Vehicle Collision,Front Collision,Minor Damage,Other,S1,Northbend,8,1,YES,0,0,YES,106349,15986,16345,72234,Audi,A3,2002,0
610412,37,235,1991-11-25,C,100/300,500,1534.91,0,469570,FEMALE,Masters,protective-serv,reading,unmarried,0,-48856,2015-03-17,Vehicle Theft,?,Trivial Damage,Police,S3,Springfield,5,1,YES,1,2,?,7692,765,1519,5567,Saab,93,2000,0
645676,45,307,2007-05-17,A,500/1000,1000,1082.63,6000000,488186,MALE,JD,prof-specialty,dancing,own-child,36900,-52305,2015-01-29,Single Vehicle Collision,Side Collision,Minor Damage,Police,S2,Arlington,18,1,NO,2,3,YES,32644,3117,6398,25132,Volkswagen,Passat,2005,0
793525,31,126,2005-07-07,C,250/500,500,1333.95,0,440738,FEMALE,Associate,prof-specialty,basketball,wife,0,-56238,2015-03-10,Single Vehicle Collision,Side Collision,Total Loss,Fire,S2,Northbrook,13,1,?,1,2,NO,68946,11719,11479,48945,Mercedes,ML350,2009,0
398526,55,381,2012-05-11,C,100/300,2000,1372.0,0,453877,MALE,High School,craft-repair,movies,wife,35810,-78570,2015-01-21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,S2,Columbus,18,3,?,1,2,?,31440,5519,5444,20788,Ford,Fusion,2010,1
395269,41,250,2013-06-24,A,500/1000,1000,1277.42,0,480546,FEMALE,JD,tech-support,polo,own-child,47995,-75748,2015-01-27,Single Vehicle Collision,Side Collision,Minor Damage,Other,S4,Columbus,22,1,YES,1,3,NO,65029,12785,12759,38394,Volkswagen,Jetta,2011,0
960738,29,42,1990-08-23,C,100/300,500,1425.93,0,474463,MALE,MD,priv-house-serv,movies,not-in-family,0,0,2015-03-05,Parked Car,?,Minor Damage,None,S1,Springfield,6,1,?,1,3,?,6077,1002,961,4112,Suburu,Impreza,2000,0
343930,46,261,1992-09-09,B,500/1000,1000,1268.03,0,493064,MALE,MD,transport-moving,base-jumping,own-child,0,0,2015-03-05,Single Vehicle Collision,Front Collision,Total Loss,Fire,S1,Columbus,11,1,YES,1,0,?,57820,9198,9400,42673,Ford,Escape,2008,0
205375,25,91,2007-09-25,C,100/300,500,727.71,0,431961,MALE,MD,exec-managerial,camping,husband,51004,0,2015-01-27,Multi-vehicle Collision,Front Collision,Major Damage,Fire,S7,Springfield,6,3,YES,1,2,YES,36736,3603,7692,24996,Nissan,Pathfinder,2010,0
728318,52,393,1998-03-26,B,500/1000,2000,789.88,0,462942,MALE,Masters,armed-forces,chess,unmarried,0,0,2015-01-07,Vehicle Theft,?,Minor Damage,Police,S5,Riverwood,6,1,NO,1,2,NO,6457,624,1220,4299,Mercedes,C300,2001,1
710711,37,191,2013-06-09,A,100/300,500,957.91,0,477744,MALE,High School,adm-clerical,golf,husband,70229,-74445,2015-02-23,Vehicle Theft,?,Trivial Damage,None,S1,Hillsdale,7,1,?,1,1,YES,3715,409,395,2889,Honda,Civic,1999,0
997185,33,196,1994-09-08,C,250/500,2000,1299.6,0,649422,MALE,High School,exec-managerial,video-games,wife,55237,-81728,2014-12-28,Vehicle Theft,?,Trivial Damage,None,S4,Hillsdale,13,1,NO,0,3,YES,6522,1138,1233,4130,Volkswagen,Jetta,2002,0
750704,40,237,2001-01-30,A,500/1000,2000,1457.11,0,629428,MALE,JD,craft-repair,reading,unmarried,0,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,S2,Northbrook,20,3,?,1,0,YES,50580,5701,5223,38200,Saab,95,1999,0
698810,37,211,2009-12-13,C,100/300,2000,1222.16,0,472567,FEMALE,MD,craft-repair,camping,wife,0,0,2014-12-29,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,S6,Hillsdale,17,3,?,1,3,?,64785,7836,8523,48441,Jeep,Wrangler,2014,0
757981,33,33,1997-07-09,B,500/1000,1000,1118.72,6000000,440641,FEMALE,Associate,handlers-cleaners,dancing,unmarried,46228,-60236,2014-12-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,S4,Springfield,16,1,?,2,1,?,79527,7798,7733,66748,BMW,M5,1998,0
732802,32,106,1994-11-18,B,100/300,2000,1009.56,5000000,487022,MALE,Associate,handlers-cleaners,yachting,own-child,20059,-83857,2014-12-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,S1,Riverwood,21,3,YES,1,2,?,98041,14867,20851,56930,Honda,CRV,2001,0
862596,33,177,2008-01-30,C,500/1000,1000,1165.45,8000000,464179,FEMALE,PhD,protective-serv,dancing,other-relative,0,0,2015-03-04,Vehicle Theft,?,Trivial Damage,Police,S1,Arlington,5,1,?,2,0,YES,7515,844,805,5460,Volkswagen,Passat,1995,0
213636,27,82,1995-05-04,B,100/300,500,1480.65,0,470595,MALE,Associate,tech-support,kayaking,not-in-family,0,-53973,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,S3,Columbus,19,1,NO,2,2,?,38640,7640,4035,27468,BMW,M5,2010,0
148097,27,78,1993-11-28,A,100/300,1000,1145.66,0,479759,MALE,JD,armed-forces,movies,other-relative,0,0,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Police,S2,Hillsdale,15,2,?,0,1,YES,71138,6155,12489,52977,Toyota,Highlander,2008,0
555549,45,287,2002-09-29,B,100/300,1000,1070.78,0,646932,MALE,Masters,priv-house-serv,polo,husband,0,0,2015-02-02,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,S5,Hillsdale,4,3,?,2,1,?,46281,10306,5233,31847,Mercedes,C300,2009,0
768540,33,161,2007-03-17,A,100/300,1000,1478.51,0,453598,FEMALE,Associate,tech-support,kayaking,other-relative,36535,-60307,2015-03-07,Parked Car,?,Minor Damage,Police,S3,Northbend,3,1,NO,1,1,NO,2901,314,333,2270,Toyota,Highlander,2008,0
728005,28,79,2011-01-18,B,250/500,1000,1209.51,6000000,449069,MALE,Masters,other-service,bungie-jumping,other-relative,0,0,2015-02-27,Vehicle Theft,?,Minor Damage,Police,S1,Northbrook,3,1,YES,2,2,NO,7342,750,1431,5082,Nissan,Maxima,2002,0
221380,34,49,2004-01-25,B,500/1000,500,1122.98,0,623702,FEMALE,PhD,exec-managerial,base-jumping,other-relative,65512,-23376,2015-01-06,Single Vehicle Collision,Front Collision,Minor Damage,Police,S2,Springfield,23,1,YES,1,3,?,61913,11840,5525,46263,Chevrolet,Malibu,2012,0
268931,40,188,2014-09-16,A,250/500,1000,1440.95,0,484642,MALE,PhD,machine-op-inspct,movies,not-in-family,47409,-40629,2015-03-09,Parked Car,?,Minor Damage,Police,S4,Northbend,5,1,NO,0,1,YES,2671,495,503,1696,Ford,F150,2009,0
129442,41,296,2014-01-24,C,500/1000,500,971.16,0,450956,MALE,Masters,machine-op-inspct,kayaking,own-child,31330,0,2015-01-01,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,S3,Hillsdale,10,1,NO,0,1,NO,48480,4622,9897,34675,Saab,95,2013,0
834829,34,134,1998-04-07,B,250/500,2000,1704.4,0,472659,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-70992,2015-01-26,Single Vehicle Collision,Side Collision,Total Loss,Fire,S5,Northbend,7,1,?,1,2,NO,75072,15514,7483,54466,Audi,A3,2009,0
149171,61,454,2010-09-19,A,500/1000,1000,1325.16,0,438126,MALE,PhD,protective-serv,board-games,own-child,37908,0,2014-12-29,Multi-vehicle Collision,Side Collision,Total Loss,Police,S3,Hillsdale,10,3,?,2,2,NO,69224,14048,6772,49123,Toyota,Corolla,2014,0
433822,41,230,1996-04-12,A,250/500,1000,1524.45,4000000,613532,MALE,High School,handlers-cleaners,chess,wife,0,-44934,2015-02-05,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,S5,Hillsdale,21,4,NO,0,0,NO,42614,4321,4368,33750,Saab,92x,1995,1
643012,57,446,2007-02-21,B,100/300,1000,1000.52,5000000,633985,MALE,College,protective-serv,paintball,wife,51963,-51891,2015-01-22,Multi-vehicle Collision,Rear Collision,Major Damage,Police,S2,Arlington,19,3,YES,0,3,?,66085,11829,12003,43616,Jeep,Wrangler,2007,1
262632,30,34,2008-03-03,A,100/300,500,1392.96,5000000,492382,FEMALE,PhD,other-service,base-jumping,husband,68823,-51809,2015-01-17,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,S1,Northbrook,2,1,YES,0,1,?,53995,6192,13033,35847,Toyota,Camry,2012,0
952275,36,208,2014-04-21,B,100/300,500,1464.77,0,485727,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19987,2015-03-15,Multi-vehicle Collision,Side Collision,Total Loss,Fire,S3,Riverwood,11,3,NO,2,1,?,24570,2721,2825,19969,Saab,95,2006,1
404286,57,440,1991-06-20,B,250/500,500,1116.85,0,472623,MALE,Masters,priv-house-serv,dancing,wife,0,0,2015-01-07,Single Vehicle Collision,Front Collision,Minor Damage,Police,S1,Springfield,14,1,NO,2,0,YES,59994,6600,6732,47863,Dodge,Neon,1995,0
621694,27,94,2009-02-09,B,100/300,1000,1554.43,0,421142,FEMALE,High School,priv-house-serv,exercise,wife,0,0,2015-01-15,Parked Car,?,Trivial Damage,Police,S3,Arlington,4,1,?,1,2,NO,5897,643,665,4802,Nissan,Pathfinder,2007,0
881447,41,236,2000-05-17,A,250/500,1000,957.99,0,444906,FEMALE,College,tech-support,dancing,other-relative,0,0,2015-01-18,Multi-vehicle Collision,Side Collision,Minor Damage,Other,S2,Northbrook,17,3,?,2,3,YES,44200,8177,4092,31118,Nissan,Pathfinder,2000,0
868720,31,82,2009-06-09,C,500/1000,1000,1033.25,0,438675,FEMALE,Masters,sales,chess,husband,0,-49542,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,S1,Springfield,16,3,NO,0,3,YES,59050,5595,11368,42635,Nissan,Ultima,2006,1
364226,48,338,1994-03-14,C,500/1000,1000,1252.21,0,430829,MALE,MD,other-service,kayaking,own-child,0,-52066,2015-03-29,Parked Car,?,Minor Damage,None,S5,Riverwood,13,1,NO,0,1,?,4347,832,903,2559,Ford,F150,2004,0
495208,56,427,2004-02-06,C,100/300,2000,1577.0,0,454313,MALE,Masters,transport-moving,kayaking,unmarried,0,-25449,2015-02-09,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,S1,Riverwood,16,3,NO,1,0,?,78856,12428,6258,56156,Nissan,Ultima,2009,0
619330,50,374,2007-10-18,A,250/500,500,1106.69,0,645900,MALE,JD,craft-repair,camping,not-in-family,35953,0,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,S3,Northbend,16,1,?,2,3,YES,69526,12277,6023,47171,Honda,Civic,2006,0
197762,44,225,2010-04-30,C,100/300,2000,1339.68,0,467304,FEMALE,Masters,adm-clerical,reading,not-in-family,0,0,2015-01-30,Single Vehicle Collision,Rear Collision,Minor Damage,Police,S1,Northbend,12,1,?,1,2,NO,64874,9949,10516,46164,Chevrolet,Malibu,2015,0
730061,55,421,1991-10-23,A,500/1000,500,1134.96,0,586588,FEMALE,MD,machine-op-inspct,chess,husband,0,0,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Police,S2,Hillsdale,14,1,?,0,0,NO,41310,3866,4232,34188,Volkswagen,Passat,2000,1
498454,31,104,1990-01-13,B,100/300,2000,667.36,0,456111,FEMALE,JD,armed-forces,exercise,not-in-family,0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Police,S3,Northbend,6,3,?,0,1,YES,67245,5715,11805,47782,Nissan,Pathfinder,2011,1
515237,29,140,1998-01-29,C,500/1000,500,1397.21,0,586368,MALE,PhD,armed-forces,basketball,wife,69056,-62999,2014-12-25,Single Vehicle Collision,Side Collision,Minor Damage,Other,S3,Riverwood,22,1,YES,2,3,NO,67050,11623,10939,46091,Volkswagen,Jetta,1996,0
594868,49,264,2011-10-09,A,500/1000,1000,1214.0,0,475698,FEMALE,Associate,prof-specialty,video-games,own-child,56679,0,2014-12-25,Multi-vehicle Collision,Side Collision,Minor Damage,Police,S4,Northbrook,0,3,NO,1,3,?,38765,7975,4051,26522,Jeep,Wrangler,2014,0
683851,26,98,2008-01-04,C,100/300,1000,1594.21,0,468938,FEMALE,College,handlers-cleaners,board-games,husband,0,-71434,2015-03-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,S1,Springfield,11,3,YES,1,1,NO,76845,7808,16301,52649,Jeep,Wrangler,2008,0
647334,41,279,1994-06-04,B,250/500,1000,829.53,0,440011,MALE,High School,sales,cross-fit,unmarried,59090,0,2015-02-01,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,S2,Columbus,17,3,?,1,1,NO,62296,4722,9417,47920,Mercedes,ML350,2014,1
134210,32,120,2006-09-02,C,100/300,1000,1327.74,0,461417,FEMALE,Masters,farming-fishing,kayaking,wife,28919,0,2015-03-16,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,S1,Columbus,23,1,YES,0,1,NO,58334,5516,5718,45052,Toyota,Camry,2003,0
605736,35,160,1990-01-25,C,100/300,500,813.52,0,623227,MALE,PhD,machine-op-inspct,base-jumping,other-relative,35424,0,2015-01-23,Multi-vehicle Collision,Rear Collision,Major Damage,Police,S1,Springfield,15,3,YES,2,1,?,71494,15578,0,52094,Nissan,Maxima,2014,1
960387,31,116,2001-11-21,C,500/1000,500,940.04,0,456480,MALE,JD,handlers-cleaners,golf,not-in-family,0,-34577,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,S3,Riverwood,8,3,NO,0,3,?,60923,6742,6444,46085,Volkswagen,Passat,2004,1
766371,38,16,2006-11-23,B,250/500,1000,837.58,0,423871,FEMALE,JD,adm-clerical,hiking,unmarried,31265,-82011,2015-01-27,Parked Car,?,Trivial Damage,Police,S2,Arlington,9,1,?,2,1,?,3298,425,426,2502,Suburu,Legacy,2002,0
284648,30,147,1994-03-28,C,100/300,1000,1749.38,0,427378,MALE,College,sales,yachting,own-child,40340,0,2015-01-12,Vehicle Theft,?,Trivial Damage,Police,S3,Springfield,7,1,YES,1,3,YES,4369,509,497,3545,Volkswagen,Jetta,2013,0
307048,43,47,1997-01-14,B,100/300,2000,1333.5,0,620895,MALE,College,sales,base-jumping,other-relative,33966,-55766,2014-12-28,Multi-vehicle Collision,Rear Collision,Major Damage,Police,S5,Arlington,23,3,YES,0,2,?,86688,17756,17547,54999,Jeep,Wrangler,2013,0
642960,38,204,1997-07-18,A,500/1000,1000,1005.12,0,491622,MALE,Associate,armed-forces,paintball,unmarried,0,0,2015-01-03,Vehicle Theft,?,Minor Damage,None,S5,Riverwood,4,1,YES,1,2,?,7534,755,789,5952,Dodge,RAM,1997,0
200243,31,129,2001-05-23,A,100/300,1000,1041.06,0,430377,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,2015-01-29,Single Vehicle Collision,Side Collision,Total Loss,Other,S1,Columbus,17,1,?,1,0,?,82554,7249,14979,59498,Audi,A3,2014,0
294969,58,439,1999-05-02,A,250/500,2000,1473.81,0,452570,MALE,Associate,tech-support,movies,own-child,24825,0,2015-01-30,Parked Car,?,Minor Damage,None,S2,Riverwood,8,1,YES,0,1,YES,5303,971,975,3371,Volkswagen,Passat,2008,0
619169,34,118,2011-11-30,B,250/500,500,1234.22,0,441033,FEMALE,College,tech-support,hiking,wife,57956,0,2015-01-14,Single Vehicle Collision,Front Collision,Major Damage,Fire,S7,Springfield,7,1,YES,2,1,YES,47088,8412,8321,27791,Honda,Civic,1998,1
397215,30,95,2001-10-11,A,100/300,500,1458.03,6000000,456095,MALE,College,prof-specialty,hiking,wife,39289,-50355,2015-02-08,Single Vehicle Collision,Side Collision,Total Loss,Fire,S5,Arlington,22,1,?,0,0,YES,53279,0,6740,47321,Ford,Escape,2004,0
620683,33,204,2002-07-24,C,100/300,500,805.66,3000000,618061,MALE,JD,exec-managerial,chess,not-in-family,30411,-30350,2014-12-31,Vehicle Theft,?,Minor Damage,None,S4,Northbrook,5,1,YES,2,1,?,5622,1028,518,4031,Suburu,Forrestor,2003,1
963820,60,441,2005-12-09,C,100/300,1000,1201.0,7000000,457326,MALE,MD,craft-repair,board-games,own-child,0,-53584,2015-02-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,S1,Springfield,23,1,YES,1,2,YES,91041,12538,18885,56132,Volkswagen,Jetta,2004,1
529136,27,116,2002-09-18,A,250/500,500,1404.49,5000000,420135,MALE,MD,sales,yachting,other-relative,0,0,2015-03-25,Multi-vehicle Collision,Side Collision,Major Damage,Police,S2,Northbend,2,3,NO,1,2,NO,82467,7350,14847,59446,Ford,F150,2011,1
339692,33,215,2004-06-18,B,500/1000,1000,1154.66,0,618266,MALE,Masters,adm-clerical,yachting,husband,38280,-42228,2014-12-31,Vehicle Theft,?,Trivial Damage,None,S3,Columbus,6,1,?,2,1,NO,2613,224,461,2079,Jeep,Wrangler,2001,0
990057,36,160,2004-01-03,B,250/500,2000,1270.16,7000000,611119,FEMALE,Masters,exec-managerial,dancing,own-child,71651,0,2015-02-01,Vehicle Theft,?,Trivial Damage,None,S2,Northbrook,9,1,?,2,0,?,2665,278,289,2246,Volkswagen,Passat,2015,0
567815,25,10,2008-07-07,C,100/300,2000,737.31,0,455934,MALE,MD,sales,base-jumping,not-in-family,0,-22288,2015-03-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,S2,Northbrook,3,3,?,0,3,?,30628,2975,5899,22777,Honda,Accord,2001,1
236006,37,151,2010-02-14,B,250/500,1000,2004.59,0,460793,FEMALE,MD,farming-fishing,dancing,other-relative,0,-67867,2015-01-09,Single Vehicle Collision,Rear Collision,Minor Damage,Other,S2,Columbus,2,1,?,0,3,NO,76666,14922,7331,58129,Accura,MDX,2000,0
866424,48,309,2004-12-21,C,100/300,1000,685.02,0,429475,MALE,Masters,machine-op-inspct,kayaking,husband,0,0,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,S1,Northbrook,3,3,NO,1,0,NO,54450,9980,4925,40039,Toyota,Corolla,2006,0
727338,25,59,1998-01-29,C,100/300,2000,950.51,0,470711,FEMALE,Masters,other-service,dancing,not-in-family,0,0,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,S3,Northbend,1,3,YES,1,0,NO,33128,4035,4092,23221,Dodge,RAM,2000,0
604639,31,187,2008-02-27,A,500/1000,2000,1484.89,0,471611,MALE,High School,armed-forces,movies,unmarried,43110,-30551,2015-02-10,Vehicle Theft,?,Minor Damage,None,S3,Arlington,3,1,YES,1,1,NO,2261,258,251,1723,Toyota,Corolla,2005,0
