商品id,未来一周天均销量
荃优美食年糕大王南瓜小米年糕条500g,0
杨婶儿酸辣粉【12桶酸辣粉】方便速食110克/桶和150克/桶,0
【晴子专属】益叔 雪媚娘网红蛋糕甜点120g /枚,0
西班牙安徒生美人鱼干红葡萄酒187ml,0
【百草味A】大巨型零食大礼包（巨有福气）3013g,0
Oishi 上好佳膨化零食组合装6g-7g混装共42包,0
凯凯推荐 希腊风味酸奶软糖 非常好吃 98克,0
推荐2：猫屎糖 茂名电白特产 椰蓉花生软糖 拉丝软糖  250g/包,0
【嘉玲妹专属】易小满海南粉海南速食特色美食3袋装海南腌粉特产,0
【工厂直售】黑芝麻无蔗糖燕麦苏打饼干20包,0
【七个柚子新年限定款】渣渣灰南昌拌粉经典口味195g*3/6盒装DB,0
送1箱豆奶【到手5箱】伊利 金典有机纯牛奶250ml*10盒/梦幻盖,0
【年货囤好货】推荐_【三只松鼠_定制年货全家礼坚果礼盒/1500g】,0
【直播间】【1瓶装】打丸哥正宗潮汕特产沙茶酱200g*1瓶,0
【宠粉 拍一发二】KlmlGong国产俄罗斯风味紫皮糖每包200g,0
【无蔗糖不甜腻】玉米威化粗粮饼干整箱100包,0
【店铺年货大礼包】虎虎生财肥汁米线大礼包 310g/袋,0
【小杨哥专属】聪师傅零食礼盒238g,0
【乌啦啦专享】王小卤虎皮凤爪200g*3,0
【一枝梅专享】喜之郎果冻7袋42粒,0
马苏里奶酪碎芝士碎 家庭披萨制作100g*3袋,0
【川哥福利】五粮液股份总厂 纳福•豪华 52度浓香型白酒500ml,0
珍选白灼汁1L清蒸鱼粤式白灼菜心西生菜白灼大虾海鲜青菜调味汁,0
北舞渡丁国华家庭装 5袋10人份 牛肉胡辣汤 清真食品,0
东北手拍榛子(熟）1.3-1.5厘米颗粒3/5斤,0
【国潮锦鲤】买一送一刻凡锦鲤宝盒混合坚果零食大礼盒 共1720g,0
【直播间福利】9,0
【泸州老窖 】老泸州珍藏版 52度500ml*2,0
玫瑰油凝胶糖果【100粒赞呈】,0
【主播严选】112g日式蔓越莓雪花酥（拍一发三）,0
觅果miguo/觅菓新货带皮淡盐味紫衣腰果500g罐装,0
腰果新货大颗粒带皮盐焗腰果500g250g孕妇办公室坚果干果零食5斤,0
【好酒推荐】比利时原装进口福佳白啤酒250ml*24瓶,0
快乐泰迪网红款椰汁饮品0色素0防腐剂植物蛋白饮料245克*10瓶整箱,0
【59元8大袋包邮】江西特产 碳烤笋尖 脆嫩鲜爽 炒菜煲汤 280g/袋,0
【洽洽】经典红袋香瓜子26g*10袋-DY,0
【风少斤叔推荐】贵州王子酒 虎年生肖酒53°酱香型500ml*1瓶,0
儿时回忆金丝糖 丝窝糖 波斯糖 龙须酥糖一盒（180/盒）,0
酸奶夹心大麻花120g*5根/箱 手工软麻花rd,0
【8包装】萱宝家柳州螺蛳粉330g/袋装速食广西螺丝粉特产粉丝米线,0
宜养8果8蔬乳酸菌饮品100ml*24瓶 礼盒装 黄圣依代言 16种果蔬,0
【林小生】低脂黑胡椒鸡胸肉酱150g/瓶 大块鸡肉,0
主播推荐【粉丝福利】15包混合每日坚果20克左右/包即食食品休闲,0
【刘媛媛生日专享】蒙牛真果粒草莓250g×12盒（每人限购1单）,0
（副）炸小酥肉专用粉100g起香酥炸肉条 裹粉 脆皮浆粉能炸肉炸鱼,0
【舟乐鲜】椒盐带鱼酥50克一包活动,0
【5袋49元 8袋69元】遂杰 手工腐竹 原浆制作 头层腐竹 120g/袋,0
【年货礼盒】诺梵松露虎年版巧克力四口味500g礼盒装h,0
四川风味 香辣麻辣特辣红油辣椒油420克商用 家用凉拌菜 油泼辣子,0
【云南松茸菌汤包】熬汤必备  正宗云南产地货  60g/袋,0
新货巴西松子250g/500g袋装手剥大颗粒松子散装坚果干果孕妇零食,0
【主播分享】日式蔓越莓奶香雪花酥112g/包（拍1发3）,0
徽树堂【买3盒送杯子】红糖姜枣茶桂圆红枣枸杞茶150g,0
HXQ韩小欠爆米花球形玉米粒三合一200g三联装,0
【老板娘现场选货优选】金华火腿切片 50g,0
【SH】费列罗榛果威化巧克力T30婚庆结婚喜糖整盒30颗,0
粉丝福利专属下午茶休闲咖啡饼干一盒118g/盒,0
【主播推荐】福建龙岩特产---秘制鸭爪29.9元/15支,0
together·hz/牵手拿铁咖啡美式咖啡即饮咖啡饮料饮品250ml*6盒,0
友膳坊【友膳坊腊八蒜69元5大罐】腊八蒜 绿蒜不臭口 400g/罐,0
【10袋起拍】佰生优8g甜酒曲酒酿家用月子酒酵母曲子,0
【大鑫优选】山东特产蜜三刀1500g包邮,0
江巢羽衣甘蓝粉食蔬粉36g/盒,0
【粉丝专享】云同学重庆老火锅底料50g小包装一人份牛油麻辣火锅,0
米多奇食品雪米饼香米饼粗粮饼组合装休闲食品小零食1160g ,0
枣稻神洲每日坚果混合坚果礼盒下包装孕妇零食干果600g礼盒装,0
【苛选推荐】徐福记沙皇萨其马沙琪玛礼盒礼箱 1471g,0
仲景上海葱油 当季小香葱熬制 葱油拌面酱230g/瓶 DSP,0
重庆秦妈火锅底料牛油麻辣烫底料80g,0
4支牛肉卷+1支鸡肉卷,0
【美食倩倩】泓一千层软撕面包早餐蛋糕点心零食小吃充饥夜宵800g,0
云南特产石屏精品免泡包浆豆腐爆浆小豆腐一盒2盒3盒4盒装,0
KONTI俄罗斯进口混合糖果435g,0
【年货必备】新货原味开心果250g/500g袋装，新鲜好吃又健康,0
【王炸福利】新疆天润低温润康方桶酸奶1kg*1桶 ,0
黄焖酱汁160g起秘制配方调料黄焖鸡黄焖猪蹄排骨鸭鹅家用酱汁(新),0
【100包-300包】质凡 小麻花好吃的休闲零食小吃膨化袋装,0
Catfour蓝山咖啡卡布奇诺风味三合一咖啡速溶粉 袋装饮品40条/袋,0
龙岩水煮白晒盐咸干五蒜香咸酥花生500g带壳原味特产,0
秋水良田五常稻花香10斤真空包装1kg*5产地直发,0
贵州五香麻辣辣椒面麻辣蘸料炸串烤肉烧烤调料香辣辣子面250g500g,0
老街口 蒜香鸭屎奶香焦糖花生2080g坚果炒货休闲零食米厂家批发,0
【2包补贴23】胜林古法瓜子精选内蒙古363大颗粒瓜子300g大包装,0
520克 赞叹鸡蛋卷原味黑芝麻味老式手工蛋卷无添加无防腐蛋香酥脆,0
火郎牌重庆牛油老火锅底料50g一袋一人份家用麻辣正宗牛油小包装,0
阿富汗松子巴西松子手剥松子500克250克,0
【实惠款】花生大掌柜大颗粒原味瓜子90克*6包,0
伊利 金典纯牛奶250ml*16盒/箱（礼盒装）,0
宅猫日记 岩烧芝士脆饼干日式网红薄脆咸甜休闲零食118g,0
【小燕年货节补贴】酸贝辣310g*6广西柳州袋装螺蛳粉,0
拍3免2 新奥尔良腌料多口味自选 140g*1,0
秋水良田五常香米长粒香五斤真空包装/源头工厂/五常直邮,0
驴打滚一盒/350g,0
奔怡 传统怀旧 老面包500g-2000g营养早餐代餐食品正宗儿时老面包,0
【主播推荐】碧翠园高蛋白豆浆粉0蔗糖/ 2盒20包①,0
乳酸菌小口袋面包整箱30包蛋糕类早餐代餐休闲零食品小吃宿舍解馋,0
云南老冰糖小粒黄冰糖特产手工老式多晶冰糖块3斤罐装1斤袋装包邮,0
【肌肉小王子】休闲小时光大礼包1700g,0
【2袋装】五谷豆浆粉每袋360g,0
【少帅专属】泰国炒米20包休闲炒货独立包装零食,0
【昕专属】Destine德斯蒂艾蜜莉轻薄酥脆脆香酥虾卷400g,0
神宫泡椒牛肉味河粉6桶装非油炸方便面免煮广东炒河粉速食泡面,0
【10袋起购】澄明要得七个番茄一锅汤轻卡番茄百搭汤底50克/袋,0
万鼎【食胖精选】流金注心蛋卷咸蛋黄榴莲香酥零食48支礼盒装,0
千零物语手撕鸭脖氮气锁鲜整根装干鸭脖混合口味多种组合10根装,0
【江西特产】炭烤笋尖 免切即炒 脆嫩鲜爽 炒菜煲汤 300g/袋,0
比比妙   碧根果250g袋装奶油味长寿果美国山核桃,0
【宠粉浮力】花生牛轧糖500g/包 牛奶糖  8090怀旧,0
小马吃草奶片118g / 袋,0
【约100颗/精美礼盒装】诺梵年货松露形巧克力四口味500g礼盒,0
【新店开播】山药粉条无胶无明矾1包,0
【年货囤好货】推荐_【三只松鼠_过吧锅巴60gx1袋】 MS,0
【秀姐严选】好紫味兰州牛肉拉面123g*6桶,0
【喜喜专属】囤货10包装满小饱虎虎生财肥汁米线大礼包 310g,0
【飞燕精选】味滋源年味坚果零食大礼盒12包1290g,0
【特辣】重庆佳仙老火锅底料90g 独立小包装牛油火锅底料,0
文玉香菇鸡汤味米线8桶12桶装冲泡正宗过桥米线,0
【多圈专属】坚果沙琪玛软糯零食410g/箱小吃饱腹零食,0
 澳谷庄园赤霞珠干红葡萄酒187ml*6瓶,0
醉鹅娘 仙鹤湖地甜白葡萄酒750ml山楂花无醇红葡萄汁660ml双支装,0
亲零嘴风干烤脖整根42g/根散装6口味鸡脖非鸭脖子风干卤味小吃 ,0
【利人旗舰】奇亚籽桂花坚果藕粉羹500g/罐开水直接冲泡,0
百香果柠檬无骨鸡爪即食200g/500g藤椒麻辣笋丝脱骨酸辣凤爪,0
小熊驾到新奥尔良鸡翅腌料蜜汁味微辣味香辣味140gWG,0
【翻天娃】9.9元3包翻天娃爆辣魔术丝辣条101g*3包,0
【山知月】桂花坚果藕粉羹500g*2罐,0
19.9元3袋共6包红烧酱汁料包正宗红烧味懒人专属红烧酱汁120克,0
【限购1次】面有引力 红烧牛肉面515g/包 亏米试吃,0
【专享】金鹤生态长粒王东北大米香米10斤真空包邮5kg*1袋,0
【美丽专属】卜珂零点 麦芽脆心球黑巧克力纯可可脂麦丽素520g,0
宜养针叶樱桃乳酸菌饮品100g*24瓶 礼盒装 黄圣依代言 维C多一点,0
金六福酒 中国人福酒 金六福樽藏8 浓香型白酒 50度 500ml*2瓶,0
重庆火锅底料麻辣烫调料牛油串串佐料50g/袋,0
手工麻花小麻花休闲网红食品小零食批发小吃糕点心袋装5克,0
【SH】德芙士力架巧克力花生牛奶夹心120g小兔子铁盒,0
洪湖水乡湖北洪湖原味清水纯糯米粽子白米小粽子10个20个30个50个,0
【圣依专享】诺梵松露形巧克力四口味虎年限定礼盒装500g,0
【旗舰】甘源-一家人年货礼盒坚果炒货1253g   炒货零食小吃送礼,0
【武派】醇香原味热干面1盒装 限1单,0
【宸泽专享】这边果蔬脆250g*3包,0
【广州表哥】喜之郎果冻7袋混合装,0
惠农神星手撕风干鸭脖60g*5根装氮气锁鲜网红休闲小零食开袋即食,0
【明泽大象哥粉丝专享】奇亚籽坚果藕粉 500g,0
徐福记香酥鸡蛋沙琪玛768g营养早餐休闲零食,0
【良宝源】500g*2袋2斤装新疆特产若羌灰枣红枣核小肉厚香甜可口,0
正宗原味手抓饼30片配番茄酱早餐饼家庭装面饼,0
2018年冰岛生茶砖 普洱茶生茶250克,0
【果铺佬】紫皮带衣大腰果仁250g原味坚果零食紫皮,0
【抢跑年货节】丹麦风味、奶香曲奇饼干56g/盒,0
香蕉脆片250g/500g袋装脱水果干蜜饯香蕉干休闲小吃孕妇零食特产,0
【菲菲专属】盛源来韩式部队火锅套餐组合食材2-4人份1154g,0
四川凉山农家1斤装特色 麻辣 腊肠,0
小野轻煮酸汤肥牛懒人调料100g/袋（50g*2）酸辣下饭,0
带皮大腰果仁250g/500g盐焗越南干货原味紫皮坚果干果零食整箱,0
2021年新花生 五香花生米 咸香酥脆 1000g,0
【宠粉】宅猫日记 岩烧芝士脆饼干日式网红薄脆咸甜零食118g*5,0
【华得莱】原味刀削面挂面5斤整箱装油泼面 炒面 拌面 汤面包邮,0
【达人专属】乐多趣0蔗糖纯可可黑巧轻威化100g*5盒+送加量版2条,0
【吃欢天】面呷面兰州牛肉面93g*12桶,0
【舟乐鲜】鱿鱼风琴尾片50克一包,0
53°茅台集团茅韵酱酒 飞天仕女图 商务版礼盒500ml,0
2019珍品冰岛龙珠普洱茶（生茶）1颗,0
九蒸九晒手工制作黑芝麻丸500g包邮,0
小养紫米面包500g,0
【年货】黑糖姜枣桂圆玫瑰花茶150g,0
【好物推荐】趣馋仙桂圆干500g/包A001,0
【粉丝福利】5.94元7包秘制鸭翅鸭翅开袋即食休闲零食卤味20克/包,0
【官方直营】伊利中老年奶粉蓝听900g*2  ,0
【舟乐鲜】现烤鳕鱼片50克一包/家庭版,0
焖百味糖醋酱汁糖醋排骨糖醋鱼糖醋里脊调料200g,0
 双妹【推荐】四川农家烟熏腊肉 香肠 排骨 后腿 500克,0
新疆奶醇奶疙瘩酸奶棒500g/袋,0
 【9.9赠网红杯】碧翠园0蔗糖0脂速溶纯黑咖啡粉10包/盒,0
卜珂零点 速溶松露形黑巧克力碗装精美礼盒装网红零食408g,0
炸小酥肉脆皮炸粉炸鱼炸肉炸鸡翅炸蘑菇炸藕夹100g/袋,0
茶滋味2013年布朗山古树龙珠普洱茶（生茶）1颗,0
【推荐】手剥松子3斤/500g/250g新货巴西松子坚果零食干果零食,0
水果干7口味10包组合黄桃草莓芒果干混合装蜜饯果脯零食232g/箱,0
丽星好嗨呦土豆酸辣粉117g*3盒 甄选优质马铃薯淀粉,0
【20包19.9元】五香味*卤料包！包包都是真材实料！,0
吉祥湾卤料包【10包9.9元】秘制五香卤肉料包卤料大全20包16.9元,0
安合一品爆浆乳酸菌小口袋面包夹心蛋糕280g/箱,0
【主播推荐】诺梵松露虎年款巧克力四口味礼盒装500g,0
【成哥优选】粗粮玉米面条11袋（每袋250克）-BY,0
江中品牌专为儿童研发山楂鸡内金软糖 60g/瓶,0
【新口感蜂蜜红枣味烤核桃】切糕王子-新疆185纸皮核桃200g/箱,0
泰式风味汁380克 泡2斤食材 恒瑜泰式风味汁泡鸡爪调料,0
推荐【百草味】坚果零食礼盒1810g（长辈的压岁钱）,0
【直播.推荐】四川手工红糖糯米糍粑500g/袋 R,0
重庆佳仙老火锅底料50g独立小包装单人份麻辣烫底料懒人火锅底料,0
元气乖乖黑金松露芝麻片孕妇老人小孩营养均衡无蔗糖黑芝麻饼144g,0
开心果新货大颗粒原味无漂白500g250g孕妇办公室坚果干果零食5斤,0
【低脂】荞麦卷饼皮黑全麦菠菜无添加蔗糖粗粮1-3斤（3斤约36张）,0
大片芒果干250g/500g袋装网红孕妇休闲小零食水果干零食果脯蜜饯,0
{马丁}俄罗斯进口混装糖果 500g*2袋（口味随机）,0
「陈会长严选」开封特产麻辣五香孜然藤椒花生78g*4包,0
【七月妈妈】西郭村家乡坠面1/3斤包邮,0
新疆球形爆米花玉米粒1000g,0
为之卤五香秘制卤肉料包150克 15克*10包,0
【19.9元6大包】红烧酱汁料包 正宗红烧味 3袋/6包 ！,0
pxy朴小样韩式炒年糕 韩国风味辣炒年糕条5袋,0
【广州表哥专属】丹麦风味、奶香曲奇饼干56g/盒,0
【文哥专享】小样哪吒自热米饭方便速食6桶,0
东方海盐 精制海盐400g*7袋炒菜煲汤提鲜,0
【刘媛媛生日专享】良品谢礼-甄选聚福礼3889g 年货礼盒 ,0
【灿总推荐】贵州王子酒 酱香 拍两瓶送礼盒,0
【诸葛妍专属】好米畈胚芽米500g  金奖稻种南梗46,0
【主播专享】碧翠园高蛋白豆浆粉0蔗糖/ 1盒10包 ②,0
柳江春柳州螺蛳粉300g/袋  水煮型 柳州特产螺丝粉方便速食酸辣粉,0
阿帆武汉风味热干面10人份独立包装170g（含料包）,0
HXQ韩小欠爆米花玉米粒三合一100g玉米50g油50g糖套装,0
【粉丝专享】奇亚籽坚果藕粉 营养代餐 500g 下单两桶送碗勺,0
虞三胖网红脆皮年糕半成品小吃500g6根装,0
洪崖洞90克牛油火锅底料，小火锅， 麻辣烫、正宗重庆味,0
【小杨哥专享】286g约22包不二先森老铁唠嗑吧葵花瓜子混合口味,0
八品开元绵阳米粉速食袋装四川特产牛肉肥肠方便米粉245克*5,0
奇亚籽坚果藕粉羹 饱腹充饥 营养代餐 500g,0
冰岛春茶玲珑饼8g/饼 （普洱茶  生茶）,0
【乌啦啦专享】泰国if饮料100%椰子水350ml*12瓶,0
千味央厨年年有鱼八宝饭400g/个豆沙内馅 鲤鱼造型寓意美好,0
【纯粮酿造】泸川特贡 06年52度浓香型99元6大瓶 支持开箱验货,0
【新人福利】喜之郎果冻2大袋+8袋CICI蒟蒻果冻爽,0
【经典】良品铺子欢聚坚果礼盒2038g  A,0
【尚巧厨】葡式蛋挞套餐 沪乐蛋挞30/90个 家庭烘焙简单轻松自制,0
【达人专享】小鸡收腹荞麦卷饼 低脂粗粮主食无糖精饼皮早餐1-5斤,0
正宗火鸡面107g*15袋/一箱,0
【华少专享】宁波特产水磨年糕5斤真空包装 软糯Q弹有嚼劲,0
【柚子专享】2021头茬有机糯玉米8支  东北黑土地 一年一季,0
【主播专享】小7婶螺蛳粉180g*6广西柳州特产正宗螺蛳粉,0
厨师兄川味回锅肉、爆炒调料酱120g/袋（一包搞定，独立包装）,0
老爸评测零卡糖赤藓糖醇轻食代糖食品烘焙甜味剂调味料100g/500g,0
【刘媛媛生日专享】美汁源果粒橙果汁饮料300ml*12瓶,0
【主播推荐】网红食品上海葱油拌面风味方便速食正宗拌面6盒整箱,0
明星句号代言 东北风味烧烤料串料撒料 大袋30g装【8包9.9包邮】,0
 米多奇粗粮饼多种混合口味米饼雪饼50包休闲食品,0
德芙丝滑牛奶巧克力手提铁盒装15粒,0
【9.9元40颗】买2份发100颗 爆浆果汁夹心软糖,0
米多奇烤馍丁烤馍片沙琪玛休闲食品小零食980g,0
家乡外婆菜 湖南特产下饭菜 微辣 280g/瓶,0
紫皮糖500g+牛轧糖500g+高粱饴500g 每种1袋共3袋1500克,0
逸轩茗韵炒鸡老酱160g逸轩茗韵炒鸡酱炒鸡店专用家庭装,0
【娘炊烟】盐焗粉 30g*6包 30g*12包 焗鸡焗海鲜必备,0
【推荐】新货琥珀核桃仁250g/500g坚果干果蜂蜜核桃肉零食小吃,0
水王李大海专享牛小溪气泡水360ml*6瓶,0
【来吃点好的】熙贝 蔓越莓干罐装500克袋装250克,0
【洽洽】洽洽瓜子大礼包组合装11包892g-DY,0
【巴味源】重庆牛油火锅底料 香辣麻辣味50g/袋 指定地区包邮,0
（品牌福利）甄酱·大师手酿53度茅台镇酱香白酒100ml（试饮装）,0
老式花生牛轧糖正宗牛奶糖儿时怀旧美食500g,0
黔食锦贵州五香辣椒面250g蘸料干料烧烤罗锅辣椒粉海椒面家调味料,0
【晴子专享】4层芋泥千层蛋糕800g 动物奶油 6寸 芋泥含量500g ,0
【疆果东送】漠上果园新疆干果礼盒套装970g,0
【小燕年货节补贴】花生夹心巧克力涂层能量棒50个！,0
【一粒安优选】辣白菜调料酱 韩式风味辣白菜酱料 腌料泡菜酱400g,0
【惠买专享】意境乌龙茶大红袍50g品鉴装,0
【金】贵州金王子酱香型53度500毫升礼盒装白酒,0
绵阳吃在途中米粉四川特产绵阳米粉老开元牛肉米粉米线5袋装,0
整箱约50个牛奶燕麦酥巧克力酥网红休闲小吃【YO1】,0
【2斤装】天麦无蔗糖沙琪玛1KG/箱鲜香软糯新鲜生产,0
【独立真空】带皮小香薯 无添加农家红薯干 软糯 粗粮 500g/袋,0
吉祥猴爆浆陈皮糖软糖238g桶装酸甜水果夹心独立包装儿童零食批发,0
【10包9.9元包邮】懒人专属十全卤肉料包  十几种香料混合,0
【郝老师专享】豆本豆黑豆奶250ml*20盒,0
三色什锦葡萄干500g*2,0
琥珀核桃仁 蜂蜜核桃仁 罐装500g 熟核桃仁 即食核桃,0
【林家铺子】糖水黄桃罐头200g*3罐,0
乱劈才重庆火锅底料1袋小包装一人份牛油小方块装麻辣四川家用麻,0
源氏大刀肉  260g*1袋/3袋  香辣味面制品辣条,0
【爆品】乐山农家腌腊鹌鹑柴火烟熏10只起拍，500g1袋内含10只,0
Simaill海苔肉松卷儿童零食休闲食品500g 80包,0
农道好物 海盐颗粒花生酱 早餐面包搭档 香浓花生蘸料 200g/瓶,0
鹿角巷奶茶经典3口味混合装80g*5杯起拍【ZHWL】,0
陕西粉丝专属 拍1发8袋 陕西宝鸡岐山擀面皮300g/袋陕西特产凉皮,0
大乌梅干250g/500g袋装酸梅子话梅干开胃孕妇休闲零食果脯水果干,0
【小花妞专属】年糕大叔韩式部队火锅套餐芝士年糕福袋食材1075g,0
四川正宗柏树枝烟熏土猪猪肝250克,0
阿尔卑斯糖牛奶水果硬糖结婚喜糖棒棒糖儿童零食糖果批发年货250g,0
【龙姐推荐】雨子坊黑芝麻丸90g（10颗装）*2罐,0
西牧天山牧语新疆纯牛奶3.6g乳蛋白250ml*12盒学生营养升级（百）,0
芒果干250g*1包袋装水果干果脯散装一箱装蜜饯泰国休闲零食,0
金麦嘉汉堡胚面包胚家庭装早餐汉堡半成品65g/个,0
费列罗巧克力25粒礼盒装生日进口圣诞节礼物送女友零食,0
私房猫 粉蒸肉粉 5包125g 四川特产 粉蒸肉 牛肉排骨调味料家用,0
川香秋月 钵钵鸡调料360g乐山钵钵鸡 火锅麻辣烫底料包串串底料,0
小鱼妹正宗川味土鳝鱼酱260g*4瓶,0
谷食粮城-升级版-奇亚籽坚果藕粉羹 500g/罐,0
兰湘子推荐湖南农家糯米笋免切免泡嫩笋尖300克一包,0
大包分享装 408克  北欧风味焦糖小方饼 儿童成人孕妇零食,0
【达人专享】伊利女士高铁高钙奶粉400g*2袋,0
【粉丝福利】四川特产夹江霉豆腐豆腐乳香辣味120g（一瓶5-8块）,0
【牛肉哥粉丝专享】乔巴高粱酒500ml浓香型42度,0
达利园休闲糕点大满贯组合拍1发4箱3170g,0
象稻长粒香米5KG*1,0
秦妈鱼香肉丝调味料川菜炒菜家用调料包80g,0
【百草味A】坚果零食礼盒 2418g（万事顺遂）,0
雷小厨丹东特产冰点牛奶草莓400g*4罐（包邮）冷冻保存,0
黑面郎千层手工馒头花样面食老面饽饽戗面馍馍3.75斤24元,0
【年货礼盒】每日拾光女神粥 五红粥杂粮粥早餐粥60g*7袋/盒 ,0
新希望蝶泉 全脂甜奶粉680g/300g经典邓川全脂甜奶粉,0
【4大袋99元包邮】内蒙古特产酱牛肉 酱香十足 250g/袋含料包,0
靖江正宗手撕肉脯30包8.9元 靖江猪肉脯特产大礼包,0
东北正宗奥斯托马烤冷面带酱料600g炒冷面片,0
私房猫炸鸡粉 炸鸡裹粉脆皮家用酥肉粉油炸香酥脆鳞粉大包装1kg,0
【赠体重登记表】农道好物 21天自律豆浆 早餐豆浆粉（21包*25g）,0
【小贝专享】食族人爆肚粉豌豆酸辣粉麻酱米线重庆小面组合装8桶,0
『自播专享』渝美滋 30包手撕素肉素牛排小零食,0
混合橡皮糖 水果味软糖果qq弹弹零食散装 250克/450克/700克,0
【刘媛媛生日专享】洽洽香瓜子26g*10袋共260g（每人限购1单）,0
【厂家直销】源氏超值大礼包大刀肉+辣片+素肉+魔芋+辣条1939g,0
【刘媛媛生日专享】特仑苏*12包*3箱+纯甄*16包 最晚1月10日发货,0
贵州大方特产豆干特色小吃豆干60片包邮正宗毕节大方六龙手撕豆腐,0
麦田派正宗绍兴梅干菜特产干货梅菜干干菜浙江特产梅菜1斤/2斤,0
西麦奇亚籽混合谷物燕麦片630g*2+5黑谷物燕麦片540g*2,0
爆款 国产紫皮糖每包200g拍一发三15.9元,0
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,0
海岛大亨星空系列巧克力杯星空桶巧克力200gsf,0
【尚食菌菇】原产地十菌汤炖鸡炖排骨好喝70g,0
【齐品优选】手工黑芝麻丸/手工制作/九蒸九晒/匠心工艺/108g1盒,0
【弘修堂】锅巴粉丝专属 安徽农家手工糯米腊肉梅菜锅巴 100g,0
推荐_【三只松鼠_坚果大礼包/欢喜款/1320gx2】CB,0
【70包仅9.9】蟹黄味瓜子仁年货节零食批发散装整箱坚果炒货,0
【刘媛媛生日专享】王小卤虎皮凤爪卤香鸡爪子休闲零食200g*3,0
KONTI俄罗斯进口混合糖果多种口味435g,0
【直播福利款】热烈三合一球形爆米花奶油巧克力焦糖味200克,0
【百草味】坚果礼盒虎虎生威2550g*1+集市里的年货1502g*2,0
海天金标生抽750ml+醋1.28L+料酒800ml+蚝油260g共6件,0
【小杨哥专属】六花庭食品肉松乳酪蛋糕420g,0
双汇火腿肠香辣香脆32gX3支,0
MuYing/牧影【小影推荐】牧影牛肉丝125g,0
【热度优选】新年限定款渣渣灰南昌拌粉经典195g*3/6盒装,0
米多奇香米饼米饼50包散装休闲食品小零食,0
【SH】德芙丝滑巧克力年年得福588g礼盒装,0
同碗福韩式微辣炸酱面116g*5包正宗即食水煮面干拌面网红夜宵食品,0
推荐 营养丰富黑南瓜子熟南瓜籽黑金刚南瓜子休闲零食品瓜子500g,0
【39元5大袋】东北纯玉米面条 无添加无麦麸 250g/袋,0
新货蜂蜜琥珀核桃仁罐装500g熟核桃坚果干果仁即食小零食罐装包邮,0
1000克  粮颂手撕面包 早餐晚餐代餐食品 松软可口有营养,0
【主播推荐】厚道小猪半亩葵园瓜子278g约20包混合口味,0
【康之悠品】 夏威夷果奶香味坚果休闲零食大礼包250g500g1000g,0
新货东北松子250/500g手剥开口松籽特大颗粒松子干果孕妇坚果零食,0
千秋 手剥笋 三种口味混搭3包/8包/20包（老汤，泡椒，红椒）,0
徐福记 酥心糖520g(约42颗糖) 老式怀旧落花生酥糖 TZ,0
泓一蛋黄酥雪媚娘糕点心年货小吃休闲追剧零食品面包早餐240g Y5,0
【厂家直销】1箱500g糯米锅巴小马哥锅巴蟹黄味海鲜味土灶锅巴,0
蜀中桃子姐卤味调料300克装五香味麻辣味卤料,0
【买一送一】比比赞蜂巢华夫饼300g送300g,0
【宸泽专享】园津每日坚果600g*2,0
大别山红薯粉丝、火锅粉丝250g顺丰包邮,0
鹊牌 三合一爆米花球形焦糖味奶香味100g玉米50g糖 50克油 ,0
法国茉莉花贝尔热拉克干红葡萄酒750ml,0
【天宫院小吃专享】一线牵先卤后烤鸭翅180g*1袋 黑鸭口味,0
【不好吃包退】安徽河南特产西瓜酱豆地道老家味道300克*2 送试吃,0
良厨发酵型火锅底料独立小包装50g一人食小火锅炒菜调料,0
【10包9.9元包邮】懒人专属十全卤肉料包 十几种秘制香料混合,0
【新号开播浮力】0脂低钠代餐轻食控糖黑全麦粗粮荞麦面200g,0
乐事薯片12g*30包,0
火郎重庆牛油老火锅底料50g/袋小块装一人份家用麻辣小火锅底料,0
新竹米粉玉米制作细米粉干炒粉广东炒米粉江西3斤/5斤,0
雅弥优格嚼绊酸奶【145g酸奶+15g谷物】/杯*6杯多口味组合整箱装,0
福临门压榨一级葵花籽油3.68L*2桶 赠小黑葵400ml*4瓶,0
【果辰】开口黑金刚南瓜子熟黑南瓜籽炒货零食特产250g500g1000g,0
LUBOV原装进口琉鲍菲三合一二合一咖啡速溶巴西口味50小包装,0
ZWIK进口牛奶巧克力勺礼盒 6勺/盒 土耳其进口纯可可脂,0
【秀姐专享】奇亚籽坚果藕粉羹500g*2罐,0
蜀中桃子姐麻辣萝卜干500克装腌菜,0
正宗老上海风味葱油饼家庭装20片90g葱香味手抓饼煎饼早餐面饼,0
硃碌科 2021年东北有机红谷黄小米粥5斤特产五谷杂粮食用米粗粮,0
美香居金酸汤调味酱200g/袋金汤肥牛金汤鱼金汤米线火锅底料,0
晨妞妞奇亚籽藕粉500g奇亚籽坚果藕粉营养早餐纯颗粒藕粉羹,0
盐津铺子210g休闲零食辣卤礼包（20小包 有肉有蛋）        YJPZ,0
【爆款产品】【16袋】味哒哒麻酱面皮110g*8袋+红油面皮103g*8袋,0
小鸡收腹荞麦卷饼 低脂粗粮主食无糖精饼皮早餐1-5斤（5斤约60张,0
【年终大促】55g独立装重庆麻辣三鲜牛油鸳鸯火锅底料单人份,0
